Unit_ID,Call_No,AGENCY,CALL_TYPE_FINAL,OrigUnit,UNIT_enroute_DATE,PRIORITY,DISPOSITION,PRIMARY_UNIT,BEAT,REP_DIST,CALL_CREATED_TIME,CALL_ENTRY_DATE,CALL_ENTRY_TIME,UNIT_DISPATCH_DATE,UNIT_DISPATCH_TIME,UNIT_ENROUTE_TIME,UNIT_ONSCENE_DATE,UNIT_ONSCENE_TIME,TS_UNIT_TURNOUT,Call#,Call_No2,ArrivalStatus,RptCategory,TurnoutCompliance,BattalionName,Unit Type
BC003,S100000104,LKFD,9.00E+01,BC003,2/9/26 0:00,E1,,MD234,34,F34C,110439,2/9/26 0:00,110514,2/9/26 0:00,110550,110634,,,44,S100000104,S100000104,DNA,EMS,Met,Battalion 3,Battalion Chief
BR005,S100000105,WHFD,82D08,BR005,2/9/26 0:00,D1,,WHPV1,WH1,F510I,103308,2/9/26 0:00,103308,2/9/26 0:00,103410,103510,,,60,S100000105,S100000105,DNA,Fire,Met,Battalion 4,Brush Truck
EN005,S100000106,WHFD,82D08,EN005,2/9/26 0:00,D1,,WHPV1,WH1,F510I,103308,2/9/26 0:00,103308,2/9/26 0:00,103658,103719,,,21,S100000106,S100000106,DNA,Fire,Met,Battalion 4,Engine
EN017,S100000107,WHFD,26C02,EN017,,C1,COM,MD029,WH5,F510A,100755,2/9/26 0:00,100821,2/9/26 0:00,101143,,,,,S100000107,S100000107,,EMS,Met,Battalion 4,Engine
EN018,S100000108,WHFD,82D08,EN018,2/9/26 0:00,D1,,WHPV1,WH1,F510I,103308,2/9/26 0:00,103308,2/9/26 0:00,103410,103424,2/9/26 0:00,104224,14,S100000108,S100000108,AOS,Fire,Met,Battalion 4,Engine
EN019,S100000109,WHFD,82D08,EN019,2/9/26 0:00,D1,,WHPV1,WH1,F510I,103308,2/9/26 0:00,103308,2/9/26 0:00,103658,103830,,,92,S100000109,S100000109,DNA,Fire,Missed,Battalion 4,Engine
MD009,S100000110,BAFD,10D02,MD009,2/9/26 0:00,D1,COM,MD009,9,F730I,102903,2/9/26 0:00,102926,2/9/26 0:00,103005,103137,2/9/26 0:00,103811,92,S100000110,S100000110,AOS,EMS,Missed,Battalion 6,Rescue
MD016,S100000111,ABFD,29B01,MD016,2/9/26 0:00,B1,COM,BC420,420,F420A,80110,2/9/26 0:00,80110,2/9/26 0:00,80140,80216,2/9/26 0:00,81213,36,S100000111,S100000111,AOS,EMS,Met,Battalion 4,Rescue
MD022,S100000112,LKFD,48,MD022,2/9/26 0:00,D1,COM,MD022,22,F23E,95542,2/9/26 0:00,95718,2/9/26 0:00,95745,95748,2/9/26 0:00,100848,3,S100000112,S100000112,AOS,Fire,Met,Battalion 1,Rescue
MD029,S100000113,LKFD,12D04,MD029,2/9/26 0:00,D1,COM,MD034,35N,F28D,94929,2/9/26 0:00,94959,2/9/26 0:00,101008,101011,,,3,S100000113,S100000113,DNA,EMS,Met,Battalion 4,Rescue
MD029,S100000114,WHFD,26C02,MD029,2/9/26 0:00,C1,COM,MD029,WH5,F510A,100755,2/9/26 0:00,100821,2/9/26 0:00,101225,101230,2/9/26 0:00,101631,5,S100000114,S100000114,AOS,EMS,Met,Battalion 4,Rescue
MD029,S100000115,WHFD,12D02E,MD029,2/9/26 0:00,D1,COM,MD029,WH4,F510F,81156,2/9/26 0:00,81225,2/9/26 0:00,81352,81423,2/9/26 0:00,81914,31,S100000115,S100000115,AOS,EMS,Met,Battalion 4,Rescue
MD031,S100000116,LKFD,31C01,MD031,2/9/26 0:00,C1,COM,MD231,31N,F31D,101918,2/9/26 0:00,101934,2/9/26 0:00,102327,102452,2/9/26 0:00,102931,85,S100000116,S100000116,AOS,EMS,Missed,Battalion 1,Rescue
MD031,S100000117,LKFD,17A04,MD031,2/9/26 0:00,A1,COM,MD031,31N,F31D,101011,2/9/26 0:00,101026,2/9/26 0:00,101202,101205,2/9/26 0:00,101636,3,S100000117,S100000117,AOS,EMS,Met,Battalion 1,Rescue
MD031,S100000118,LKFD,06D02,MD031,2/9/26 0:00,D1,COM,MR024,31N,F31D,105904,2/9/26 0:00,105924,2/9/26 0:00,110406,110408,2/9/26 0:00,110756,2,S100000118,S100000118,AOS,EMS,Met,Battalion 1,Rescue
MD032,S100000119,LKFD,10D02,MD032,2/9/26 0:00,D1,COM,MD032,35N,F28A,82221,2/9/26 0:00,82248,2/9/26 0:00,82323,82332,2/9/26 0:00,83313,9,S100000119,S100000119,AOS,EMS,Met,Battalion 3,Rescue
MD032,S100000120,LKFD,26A10,MD032,2/9/26 0:00,A1,COM,MD032,32,F32B,93802,2/9/26 0:00,93834,2/9/26 0:00,93856,93918,2/9/26 0:00,95240,22,S100000120,S100000120,AOS,EMS,Met,Battalion 3,Rescue
MD032,S100000121,LKFD,23C02M,MD032,2/9/26 0:00,C1,,MD032,22,F23F,104808,2/9/26 0:00,104907,2/9/26 0:00,104939,105013,2/9/26 0:00,110512,34,S100000121,S100000121,AOS,EMS,Met,Battalion 3,Rescue
MD034,S100000122,LKFD,12D04,MD034,2/9/26 0:00,D1,COM,MD034,35N,F28D,94929,2/9/26 0:00,94959,2/9/26 0:00,95020,95129,2/9/26 0:00,95843,69,S100000122,S100000122,AOS,EMS,Missed,Battalion 3,Rescue
MD209,S100000123,BAFD,32,MD209,2/9/26 0:00,PA,COM,MD209,9,F730I,105953,2/9/26 0:00,110120,2/9/26 0:00,110145,110234,,,49,S100000123,S100000123,DNA,EMS,Met,Battalion 6,Rescue
MD209,S100000124,BAFD,17A03,MD209,2/9/26 0:00,A1,COM,MD209,9,F730I,93136,2/9/26 0:00,93236,2/9/26 0:00,93325,93402,2/9/26 0:00,94454,37,S100000124,S100000124,AOS,EMS,Met,Battalion 6,Rescue
MD216,S100000125,ABFD,29B01,MD216,2/9/26 0:00,B1,COM,BC420,420,F420A,80110,2/9/26 0:00,80110,2/9/26 0:00,80551,80910,,,199,S100000125,S100000125,DNA,EMS,Missed,Battalion 4,Rescue
MD222,S100000126,LKFD,32,MD222,2/9/26 0:00,PA,COM,MD222,22,F23F,95818,2/9/26 0:00,95829,2/9/26 0:00,95850,95855,,,5,S100000126,S100000126,DNA,EMS,Met,Battalion 1,Rescue
MD222,S100000127,LKFD,26D01,MD222,2/9/26 0:00,D1,COM,MD222,22,F23F,85012,2/9/26 0:00,85120,2/9/26 0:00,85145,85217,2/9/26 0:00,85722,32,S100000127,S100000127,AOS,EMS,Met,Battalion 1,Rescue
MD229,S100000128,WHFD,26C02,MD229,2/9/26 0:00,C1,COM,MD029,WH5,F510A,100755,2/9/26 0:00,100821,2/9/26 0:00,101143,101147,,,4,S100000128,S100000128,DNA,EMS,Met,Battalion 4,Rescue
MD229,S100000129,WHFD,10C03,MD229,2/9/26 0:00,C1,COM,WHEN2,WH2,F510B,82149,2/9/26 0:00,82201,2/9/26 0:00,82222,82242,2/9/26 0:00,83242,20,S100000129,S100000129,AOS,EMS,Met,Battalion 4,Rescue
MD229,S100000130,WHFD,12D02E,MD229,2/9/26 0:00,D1,COM,MD029,WH4,F510F,81156,2/9/26 0:00,81225,2/9/26 0:00,81254,81313,,,19,S100000130,S100000130,DNA,EMS,Met,Battalion 4,Rescue
MD231,S100000131,LKFD,06C01A,MD231,2/9/26 0:00,C1,,MD231,31N,F31B,110919,2/9/26 0:00,110941,2/9/26 0:00,111004,111006,2/9/26 0:00,111543,2,S100000131,S100000131,AOS,EMS,Met,Battalion 1,Rescue
MD231,S100000132,LKFD,31C01,MD231,2/9/26 0:00,C1,COM,MD231,31N,F31D,101918,2/9/26 0:00,101934,2/9/26 0:00,102002,102016,,,14,S100000132,S100000132,DNA,EMS,Met,Battalion 1,Rescue
MD232,S100000133,LKFD,01A01,MD232,2/9/26 0:00,A1,COM,MD232,22,F23F,90850,2/9/26 0:00,90922,2/9/26 0:00,91020,91044,2/9/26 0:00,92625,24,S100000133,S100000133,AOS,EMS,Met,Battalion 3,Rescue
MD232,S100000134,LKFD,26A10,MD232,2/9/26 0:00,A1,COM,MD232,32,F32A,100356,2/9/26 0:00,100433,2/9/26 0:00,100503,101356,2/9/26 0:00,101718,533,S100000134,S100000134,AOS,EMS,Missed,Battalion 3,Rescue
MD234,S100000135,LKFD,9.00E+01,MD234,2/9/26 0:00,E1,,MD234,34,F34C,110439,2/9/26 0:00,110514,2/9/26 0:00,110550,110612,2/9/26 0:00,111215,22,S100000135,S100000135,AOS,EMS,Met,Battalion 3,Rescue
MR006,S100000136,LKFD,17B04G,MR006,2/9/26 0:00,B1,COM,MR006,22,F23F,101056,2/9/26 0:00,101247,2/9/26 0:00,101302,101329,2/9/26 0:00,102405,27,S100000136,S100000136,AOS,EMS,Met,Battalion 1,Rescue
MR011,S100000137,FRFD,17A02G,MR011,2/9/26 0:00,A1,COM,FRRQ1,930,F930F,92824,2/9/26 0:00,92845,2/9/26 0:00,92919,92933,2/9/26 0:00,95110,14,S100000137,S100000137,AOS,EMS,Met,Battalion 7,Rescue
MR012,S100000138,LWFD,06C01,MR012,2/9/26 0:00,C1,COM,LWRQ1,810,F11G,83712,2/9/26 0:00,83756,2/9/26 0:00,83840,83851,,,11,S100000138,S100000138,DNA,EMS,Met,Battalion 7,Rescue
MR014,S100000139,LWFD,17B01,MR014,2/9/26 0:00,B1,,LWRQ1,810,F26B,110501,2/9/26 0:00,110543,2/9/26 0:00,110618,110703,2/9/26 0:00,111652,45,S100000139,S100000139,AOS,EMS,Met,Battalion 7,Rescue
MR023,S100000140,LKFD,06D02,MR023,2/9/26 0:00,D1,COM,MR023,22,F23F,82040,2/9/26 0:00,82113,2/9/26 0:00,82137,82140,2/9/26 0:00,83802,3,S100000140,S100000140,AOS,EMS,Met,Battalion 1,Rescue
MR023,S100000141,LKFD,31D01,MR023,2/9/26 0:00,D1,COM,MR023,22,F23E,104521,2/9/26 0:00,104602,2/9/26 0:00,104631,104742,2/9/26 0:00,105736,71,S100000141,S100000141,AOS,EMS,Missed,Battalion 1,Rescue
MR024,S100000142,LKFD,06D02,MR024,2/9/26 0:00,D1,COM,MR024,31N,F31D,105904,2/9/26 0:00,105924,2/9/26 0:00,105957,110041,,,44,S100000142,S100000142,DNA,EMS,Met,Battalion 1,Rescue
MR026,S100000143,LWFD,06C01,MR026,2/9/26 0:00,C1,COM,LWRQ1,810,F11G,83712,2/9/26 0:00,83756,2/9/26 0:00,84759,84816,2/9/26 0:00,90148,17,S100000143,S100000143,AOS,EMS,Met,Battalion 7,Rescue
MR026,S100000144,LWFD,06D01,MR026,2/9/26 0:00,D1,,MR026,810,F26B,102311,2/9/26 0:00,102419,2/9/26 0:00,102444,102511,2/9/26 0:00,103244,27,S100000144,S100000144,AOS,EMS,Met,Battalion 7,Rescue
MR030,S100000145,HCFD,17B01,MR030,2/9/26 0:00,B1,COM,MR030,610,F610J,92907,2/9/26 0:00,92930,2/9/26 0:00,93011,93019,2/9/26 0:00,93701,8,S100000145,S100000145,AOS,EMS,Met,Battalion 5,Rescue
MR035,S100000146,LKFD,26A02,MR035,2/9/26 0:00,A1,COM,MR035,35N,F28A,80236,2/9/26 0:00,80339,2/9/26 0:00,80444,80452,2/9/26 0:00,81444,8,S100000146,S100000146,AOS,EMS,Met,Battalion 3,Rescue
MR036,S100000147,ABFD,29B01,MR036,2/9/26 0:00,B1,COM,BC420,420,F420A,80110,2/9/26 0:00,80110,2/9/26 0:00,80510,80533,,,23,S100000147,S100000147,DNA,EMS,Met,Battalion 2,Rescue
MR038,S100000148,DVFD,26C02,MR038,2/9/26 0:00,C1,COM,DVEN2,242,F38E,90428,2/9/26 0:00,90450,2/9/26 0:00,90524,90543,2/9/26 0:00,93038,19,S100000148,S100000148,AOS,EMS,Met,Battalion 2,Rescue
MR039,S100000149,LKFD,26A10,MR039,2/9/26 0:00,A1,COM,MD232,32,F32A,100356,2/9/26 0:00,100433,2/9/26 0:00,101315,101354,,,39,S100000149,S100000149,DNA,EMS,Met,Battalion 3,Rescue
MR230,S100000150,DVFD,06D02E,MR230,2/9/26 0:00,D1,COM,DVEN1,241,F38F,94800,2/9/26 0:00,94822,2/9/26 0:00,94851,94903,2/9/26 0:00,95736,12,S100000150,S100000150,AOS,EMS,Met,Battalion 5,Rescue
